ID_VENTE,ID_ARTICLE,ID_CLIENT,ID_ESTABLISSEMENT,LIBELLE_VENTE,PRIX_VENTE,DEVISE_VENTE,DATE_VENTE
3383,ML1512            007002         X,SC000019,105,Polo Femme  Taille 44  Coloris Noir,27.5,EUR,21-11-2014 22:15
3384,ML1512            007004         X,SC000019,105,Polo Femme  Taille 44  Coloris Rouge,27.5,EUR,22-10-2012 18:06
3385,ML1512            007009         X,SC000019,105,Polo Femme  Taille 44  Coloris Dahlia,27.5,EUR,19-07-2008 12:00
3386,ML1512            00700A         X,SC000019,105,Polo Femme  Taille 44  Coloris Ruisseau,27.5,EUR,12-02-2009 08:02
3387,ML1512            00700B         X,SC000019,105,Polo Femme  Taille 44  Coloris Flamant,27.5,EUR,23-10-2010 13:14
3388,ML1512            00700D         X,SC000019,105,Polo Femme  Taille 44  Coloris Baltique,27.5,EUR,21-04-2017 20:08
3389,ML1512            00700E         X,SC000019,105,Polo Femme  Taille 44  Coloris Flambeau,27.5,EUR,14-11-2007 08:32
3390,ML1512            00700F         X,SC000019,105,Polo Femme  Taille 44  Coloris Poivron,27.5,EUR,17-08-2011 22:00
3391,ML1512            008002         X,SC000019,105,Polo Femme  Taille 46  Coloris Noir,27.5,EUR,24-05-2015 14:29
3392,ML1512            008004         X,SC000019,105,Polo Femme  Taille 46  Coloris Rouge,27.5,EUR,21-05-2018 16:14
3393,ML1512            008005         X,SC000019,105,Polo Femme  Taille 46  Coloris Begonia,27.5,EUR,19-04-2015 23:31
3394,ML1512            008006         X,SC000019,105,Polo Femme  Taille 46  Coloris Semoule,27.5,EUR,14-07-2010 04:07
3395,ML1512            00800E         X,SC000019,105,Polo Femme  Taille 46  Coloris Flambeau,27.5,EUR,24-03-2016 11:13
3396,ML1512            00800F         X,SC000019,105,Polo Femme  Taille 46  Coloris Poivron,27.5,EUR,23-02-2012 17:25
3397,ML1512            00800G         X,SC000019,105,Polo Femme  Taille 46  Coloris Volubilis,27.5,EUR,27-11-2007 23:40
3398,ML1512            009001         X,SC000019,105,Polo Femme  Taille 48  Coloris Blanc,27.5,EUR,31-08-2010 07:53
3399,ML1512            009006         X,SC000019,105,Polo Femme  Taille 48  Coloris Semoule,27.5,EUR,26-02-2009 05:01
3400,ML1512            00900A         X,SC000019,105,Polo Femme  Taille 48  Coloris Ruisseau,27.5,EUR,12-01-2012 00:19
3401,ML1512            00900F         X,SC000019,105,Polo Femme  Taille 48  Coloris Poivron,27.5,EUR,07-03-2019 22:48
3402,ML1512            00A002         X,SC000019,105,Polo Femme  Taille 50  Coloris Noir,27.5,EUR,04-05-2007 19:16
3403,ML1512            00A004         X,SC000019,105,Polo Femme  Taille 50  Coloris Rouge,27.5,EUR,19-09-2015 14:58
3404,ML1512            00A005         X,SC000019,105,Polo Femme  Taille 50  Coloris Begonia,27.5,EUR,15-02-2017 17:07
3405,ML1512            00A006         X,SC000019,105,Polo Femme  Taille 50  Coloris Semoule,27.5,EUR,30-06-2008 02:00
3406,ML1512            00A00A         X,SC000019,105,Polo Femme  Taille 50  Coloris Ruisseau,27.5,EUR,22-08-2008 01:30
3407,ML1512            00A00B         X,SC000019,105,Polo Femme  Taille 50  Coloris Flamant,27.5,EUR,18-04-2010 03:18
3408,ML1512            00A00E         X,SC000019,105,Polo Femme  Taille 50  Coloris Flambeau,27.5,EUR,15-12-2017 21:08
3409,ML1512            00A00F         X,SC000019,105,Polo Femme  Taille 50  Coloris Poivron,27.5,EUR,27-07-2007 05:20
3410,ML1512            00A00G         X,SC000019,105,Polo Femme  Taille 50  Coloris Volubilis,27.5,EUR,31-08-2013 03:23
3412,ML1812            002001         X,SC000019,105,Polo Enfant  Taille 04 ans  Coloris Blanc,14.35,EUR,30-01-2009 13:44
3413,ML1812            002007         X,SC000019,105,Polo Enfant  Taille 04 ans  Coloris Acidul??,14.35,EUR,30-11-2008 22:27
3414,ML1812            004007         X,SC000019,105,Polo Enfant  Taille 06 ans  Coloris Acidul??,14.35,EUR,13-06-2019 17:23
3415,ML1812            00400S         X,SC000019,105,Polo Enfant  Taille 06 ans  Coloris Tomate,14.35,EUR,26-12-2010 04:10
3416,ML1812            005001         X,SC000019,105,Polo Enfant  Taille 08 ans  Coloris Blanc,14.35,EUR,14-05-2008 17:44
3417,ML1812            00500C         X,SC000019,105,Polo Enfant  Taille 08 ans  Coloris Chartreuse,14.35,EUR,20-03-2012 23:31
3418,ML1812            00500S         X,SC000019,105,Polo Enfant  Taille 08 ans  Coloris Tomate,14.35,EUR,02-08-2007 12:17
3419,ML1812            006001         X,SC000019,105,Polo Enfant  Taille 10 ans  Coloris Blanc,14.35,EUR,30-11-2016 16:29
3420,ML1812            006007         X,SC000019,105,Polo Enfant  Taille 10 ans  Coloris Acidul??,14.35,EUR,12-11-2010 03:16
3421,ML1812            006009         X,SC000019,105,Polo Enfant  Taille 10 ans  Coloris Dahlia,14.35,EUR,03-08-2012 17:25
3422,ML1812            00600C         X,SC000019,105,Polo Enfant  Taille 10 ans  Coloris Chartreuse,14.35,EUR,22-02-2015 21:18
3423,ML1812            00600S         X,SC000019,105,Polo Enfant  Taille 10 ans  Coloris Tomate,14.35,EUR,13-03-2020 05:11
3424,ML1812            007007         X,SC000019,105,Polo Enfant  Taille 12 ans  Coloris Acidul??,14.35,EUR,04-06-2015 07:54
3425,ML1812            007009         X,SC000019,105,Polo Enfant  Taille 12 ans  Coloris Dahlia,14.35,EUR,19-05-2017 09:09
3426,ML1812            00700C         X,SC000019,105,Polo Enfant  Taille 12 ans  Coloris Chartreuse,14.35,EUR,23-04-2015 19:51
3427,ML1812            00700S         X,SC000019,105,Polo Enfant  Taille 12 ans  Coloris Tomate,14.35,EUR,04-06-2018 01:53
3428,ML1812            008001         X,SC000019,105,Polo Enfant  Taille 14 ans  Coloris Blanc,14.35,EUR,28-04-2012 05:53
3429,ML1812            008009         X,SC000019,105,Polo Enfant  Taille 14 ans  Coloris Dahlia,14.35,EUR,13-09-2010 15:06
3432,M512MP            00200M         X,SC000027,105,Duffle-Coat 4 Boutons  Taille 2  Coloris Bordeaux,82.49,EUR,27-03-2011 01:06
3434,M5629R            008003         X,SC000027,105,Polo Rugby Bicolore  Taille XXXL  Coloris Blanc/rose,14.89,EUR,12-02-2014 19:19
3435,M5629R            009006         X,SC000027,105,Polo Rugby Bicolore  Taille 4XL  Coloris Blanc/bleu ciel,29.77,EUR,17-07-2007 23:27
3437,MC7997            003003         X,SC000027,105,Bottine 1900  Pointure 37  Coloris Noir,44.24,EUR,23-09-2010 06:03
3438,MC7997            00300F         X,SC000027,105,Bottine 1900  Pointure 37  Coloris Marron,44.24,EUR,11-07-2007 05:32
3439,MC7997            004003         X,SC000027,105,Bottine 1900  Pointure 38  Coloris Noir,44.24,EUR,20-11-2009 23:38
3440,MC7997            006003         X,SC000027,105,Bottine 1900  Pointure 40  Coloris Noir,44.24,EUR,08-10-2011 18:22
3441,MC7997            00600F         X,SC000027,105,Bottine 1900  Pointure 40  Coloris Marron,44.24,EUR,16-11-2018 16:16
3444,HLS254            003            X,SC000036,105,Sommier Tapissier ?ÿ Lattes  Dimensions 160x200,214.61,EUR,19-05-2019 10:25
3447,M98SG6            001001   001   X,SC000013,106,Soutien Gorge L??a  Taille 080  Coloris Blanc  Bonnet A,43.58,EUR,17-06-2015 10:22
3448,M98SG6            001001   003   X,SC000013,106,Soutien Gorge L??a  Taille 080  Coloris Blanc  Bonnet C,21.78,EUR,15-12-2015 12:29
3449,M98SG6            001003   001   X,SC000013,106,Soutien Gorge L??a  Taille 080  Coloris Noir  Bonnet A,21.78,EUR,09-12-2012 09:09
3450,M98SG6            002003   004   X,SC000013,106,Soutien Gorge L??a  Taille 085  Coloris Noir  Bonnet D,21.78,EUR,10-04-2011 01:03
3451,M98SG6            003001   004   X,SC000013,106,Soutien Gorge L??a  Taille 090  Coloris Blanc  Bonnet D,21.78,EUR,04-02-2008 13:41
3452,M98SG6            004003   002   X,SC000013,106,Soutien Gorge L??a  Taille 095  Coloris Noir  Bonnet B,21.78,EUR,21-01-2013 21:24
3453,M98SG6            00C001   001   X,SC000013,106,Soutien Gorge L??a  Taille 075  Coloris Blanc  Bonnet A,21.78,EUR,26-04-2014 13:17
3455,M99SG1            00100A   001   X,SC000013,106,Soutien Gorge Clara  Taille 080  Coloris Fuchsia  Bonnet A,16.9,EUR,22-04-2019 11:23
3456,M99SG1            002001   002   X,SC000013,106,Soutien Gorge Clara  Taille 085  Coloris Blanc  Bonnet B,16.9,EUR,01-04-2017 00:14
3457,M99SG1            00200A   004   X,SC000013,106,Soutien Gorge Clara  Taille 085  Coloris Fuchsia  Bonnet D,16.9,EUR,25-09-2008 11:53
3458,M99SG1            00200H   001   X,SC000013,106,Soutien Gorge Clara  Taille 085  Coloris Rouge  Bonnet A,16.9,EUR,11-07-2007 11:38
3459,M99SG1            00200H   004   X,SC000013,106,Soutien Gorge Clara  Taille 085  Coloris Rouge  Bonnet D,33.81,EUR,02-05-2007 15:33
3460,M99SG1            003003   004   X,SC000013,106,Soutien Gorge Clara  Taille 090  Coloris Noir  Bonnet D,16.9,EUR,22-11-2012 15:38
3461,M99SG1            00300A   002   X,SC000013,106,Soutien Gorge Clara  Taille 090  Coloris Fuchsia  Bonnet B,16.9,EUR,19-09-2013 08:09
3462,M99SG1            00300A   003   X,SC000013,106,Soutien Gorge Clara  Taille 090  Coloris Fuchsia  Bonnet C,16.9,EUR,27-02-2010 15:05
3463,M99SG1            00300A   004   X,SC000013,106,Soutien Gorge Clara  Taille 090  Coloris Fuchsia  Bonnet D,16.9,EUR,29-08-2018 01:16
3464,M99SG1            00300H   001   X,SC000013,106,Soutien Gorge Clara  Taille 090  Coloris Rouge  Bonnet A,33.81,EUR,30-04-2010 21:38
3465,M99SG1            004001   001   X,SC000013,106,Soutien Gorge Clara  Taille 095  Coloris Blanc  Bonnet A,16.9,EUR,09-08-2015 05:26
3468,M44E44            00700B         X,SC000015,106,Kid's 3/4 Pant  Taille 12 ans  Coloris Orange,7.54,EUR,21-07-2019 13:39
3469,M44E44            00700G         X,SC000015,106,Kid's 3/4 Pant  Taille 12 ans  Coloris Kaki,7.54,EUR,28-07-2014 04:48
3470,M44E44            00700I         X,SC000015,106,Kid's 3/4 Pant  Taille 12 ans  Coloris Vert,15.06,EUR,01-10-2008 06:27
3471,M44E44            00700K         X,SC000015,106,Kid's 3/4 Pant  Taille 12 ans  Coloris Gris,15.06,EUR,24-11-2018 11:19
3472,M44E44            00800K         X,SC000015,106,Kid's 3/4 Pant  Taille 14 ans  Coloris Gris,15.06,EUR,31-07-2011 22:39
3473,M44E44            00900G         X,SC000015,106,Kid's 3/4 Pant  Taille 16 ans  Coloris Kaki,8.56,EUR,12-09-2019 07:27
3475,M90021            00100L         X,SC000015,106,Bermuda 6 Poches  Taille 03 ans  Coloris Ecru,14.86,EUR,20-06-2008 14:58
3476,M90021            00200L         X,SC000015,106,Bermuda 6 Poches  Taille 04 ans  Coloris Ecru,7.43,EUR,15-11-2015 13:16
3477,M90021            00300G         X,SC000015,106,Bermuda 6 Poches  Taille 05 ans  Coloris Kaki,7.95,EUR,06-05-2017 19:38
3478,M90021            00500B         X,SC000015,106,Bermuda 6 Poches  Taille 08 ans  Coloris Orange,7.95,EUR,04-06-2018 05:27
3479,M90021            00600B         X,SC000015,106,Bermuda 6 Poches  Taille 10 ans  Coloris Orange,9.06,EUR,16-11-2007 22:07
3482,M16623            001001         X,SC000016,106,Cravate Club  Taille TU  Coloris Bordeaux/marine,9.16,EUR,17-02-2019 18:15
3484,M87349            00300H         X,SC000016,106,Cardigan Col Montant  Taille S  Coloris Rouge,19.83,EUR,28-11-2008 03:50
3487,M000A9            00500F         X,SC000017,106,Tongs Pacific Ocean  Pointure 39  Coloris Marron,3.47,EUR,29-08-2019 11:39
3489,M12S02            00300G         X,SC000017,106,Manteau Homme  Taille S  Coloris Kaki,65.68,EUR,02-01-2012 03:57
3490,M12S02            00300J         X,SC000017,106,Manteau Homme  Taille S  Coloris Anthracite,65.68,EUR,28-06-2015 12:55
3491,M12S02            00400J         X,SC000017,106,Manteau Homme  Taille M  Coloris Anthracite,65.68,EUR,13-01-2012 11:17
3493,MC0912            001008         X,SC000017,106,Chapka Molletonn??e  Taille TU  Coloris Turquoise,9.16,EUR,09-08-2016 22:02
3496,M01J51            001001001      X,SC000018,106,Jean Levi's 501  Taille 30  Coloris Dry bones  Longueur 32,21.38,EUR,20-11-2018 15:34
3497,M01J51            002001001      X,SC000018,106,Jean Levi's 501  Taille 31  Coloris Dry bones  Longueur 32,21.38,EUR,02-03-2010 03:23
3498,M01J51            002004001      X,SC000018,106,Jean Levi's 501  Taille 31  Coloris Washed  Longueur 32,21.38,EUR,12-01-2015 03:56
3499,M01J51            002006001      X,SC000018,106,Jean Levi's 501  Taille 31  Coloris Stonewash  Longueur 32,21.38,EUR,27-07-2017 13:33
3500,M01J51            002006002      X,SC000018,106,Jean Levi's 501  Taille 31  Coloris Stonewash  Longueur 34,21.38,EUR,12-11-2007 05:37
3501,M01J51            002006004      X,SC000018,106,Jean Levi's 501  Taille 31  Coloris Stonewash  Longueur 30,21.38,EUR,25-06-2008 06:53
3502,M01J51            003001001      X,SC000018,106,Jean Levi's 501  Taille 32  Coloris Dry bones  Longueur 32,21.38,EUR,30-08-2016 00:34
3503,M01J51            003002001      X,SC000018,106,Jean Levi's 501  Taille 32  Coloris Well worn  Longueur 32,21.38,EUR,03-04-2007 04:42
3504,M01J51            003003001      X,SC000018,106,Jean Levi's 501  Taille 32  Coloris Blue john  Longueur 32,21.38,EUR,06-12-2012 13:46
3505,M01J51            003003002      X,SC000018,106,Jean Levi's 501  Taille 32  Coloris Blue john  Longueur 34,21.38,EUR,30-01-2007 19:51
3506,M01J51            003006001      X,SC000018,106,Jean Levi's 501  Taille 32  Coloris Stonewash  Longueur 32,21.38,EUR,01-07-2011 22:52
3507,M01J51            003006002      X,SC000018,106,Jean Levi's 501  Taille 32  Coloris Stonewash  Longueur 34,21.38,EUR,07-10-2019 12:46
3508,M01J51            003007001      X,SC000018,106,Jean Levi's 501  Taille 32  Coloris Hit  Longueur 32,21.38,EUR,14-05-2013 05:19
3509,M01J51            003007002      X,SC000018,106,Jean Levi's 501  Taille 32  Coloris Hit  Longueur 34,21.38,EUR,20-12-2011 03:05
3510,M01J51            004001001      X,SC000018,106,Jean Levi's 501  Taille 33  Coloris Dry bones  Longueur 32,21.38,EUR,30-01-2016 04:53
3511,M01J51            004002001      X,SC000018,106,Jean Levi's 501  Taille 33  Coloris Well worn  Longueur 32,21.38,EUR,16-04-2012 21:09
3512,M01J51            004002002      X,SC000018,106,Jean Levi's 501  Taille 33  Coloris Well worn  Longueur 34,21.38,EUR,19-01-2014 17:10
3513,M01J51            004003001      X,SC000018,106,Jean Levi's 501  Taille 33  Coloris Blue john  Longueur 32,21.38,EUR,03-04-2016 02:50
3514,M01J51            004004001      X,SC000018,106,Jean Levi's 501  Taille 33  Coloris Washed  Longueur 32,21.38,EUR,13-06-2016 16:31
3515,M01J51            004004002      X,SC000018,106,Jean Levi's 501  Taille 33  Coloris Washed  Longueur 34,21.38,EUR,25-11-2014 21:02
3516,M01J51            004006002      X,SC000018,106,Jean Levi's 501  Taille 33  Coloris Stonewash  Longueur 34,21.38,EUR,13-07-2018 00:34
3517,M01J51            004007001      X,SC000018,106,Jean Levi's 501  Taille 33  Coloris Hit  Longueur 32,21.38,EUR,11-08-2007 03:05
3518,M01J51            004007002      X,SC000018,106,Jean Levi's 501  Taille 33  Coloris Hit  Longueur 34,42.76,EUR,04-05-2012 17:30
3519,M01J51            005001002      X,SC000018,106,Jean Levi's 501  Taille 34  Coloris Dry bones  Longueur 34,42.76,EUR,29-07-2011 22:55
3520,M01J51            005002002      X,SC000018,106,Jean Levi's 501  Taille 34  Coloris Well worn  Longueur 34,21.38,EUR,02-10-2015 23:45
3521,M01J51            005003002      X,SC000018,106,Jean Levi's 501  Taille 34  Coloris Blue john  Longueur 34,21.38,EUR,31-08-2019 20:15
3522,M01J51            005005002      X,SC000018,106,Jean Levi's 501  Taille 34  Coloris Black  Longueur 34,42.76,EUR,03-05-2011 11:43
3523,M01J51            005007002      X,SC000018,106,Jean Levi's 501  Taille 34  Coloris Hit  Longueur 34,21.38,EUR,14-09-2014 05:05
3524,M01J51            006002002      X,SC000018,106,Jean Levi's 501  Taille 36  Coloris Well worn  Longueur 34,42.76,EUR,30-07-2011 05:22
3525,M01J51            006003002      X,SC000018,106,Jean Levi's 501  Taille 36  Coloris Blue john  Longueur 34,21.38,EUR,27-12-2016 10:51
3526,M01J51            006004002      X,SC000018,106,Jean Levi's 501  Taille 36  Coloris Washed  Longueur 34,21.38,EUR,10-03-2007 09:24
3527,M01J51            006007002      X,SC000018,106,Jean Levi's 501  Taille 36  Coloris Hit  Longueur 34,21.38,EUR,07-08-2007 12:06
3528,M01J51            007001002      X,SC000018,106,Jean Levi's 501  Taille 38  Coloris Dry bones  Longueur 34,21.38,EUR,30-12-2018 20:43
3529,M01J51            007002002      X,SC000018,106,Jean Levi's 501  Taille 38  Coloris Well worn  Longueur 34,21.38,EUR,19-11-2007 04:12
3530,M01J51            007003002      X,SC000018,106,Jean Levi's 501  Taille 38  Coloris Blue john  Longueur 34,21.38,EUR,22-01-2012 20:58
3531,M01J51            007004002      X,SC000018,106,Jean Levi's 501  Taille 38  Coloris Washed  Longueur 34,21.38,EUR,29-09-2009 22:41
3532,M01J51            007007002      X,SC000018,106,Jean Levi's 501  Taille 38  Coloris Hit  Longueur 34,21.38,EUR,28-12-2019 15:07
3533,M01J51            009004004      X,SC000018,106,Jean Levi's 501  Taille 28  Coloris Washed  Longueur 30,21.38,EUR,09-05-2013 06:35
3534,M01J51            009006004      X,SC000018,106,Jean Levi's 501  Taille 28  Coloris Stonewash  Longueur 30,21.38,EUR,18-12-2019 07:36
3535,M01J51            00A002001      X,SC000018,106,Jean Levi's 501  Taille 29  Coloris Well worn  Longueur 32,21.38,EUR,29-08-2013 01:33
3536,M01J51            00A003001      X,SC000018,106,Jean Levi's 501  Taille 29  Coloris Blue john  Longueur 32,21.38,EUR,10-03-2014 13:25
3537,M01J51            00A004001      X,SC000018,106,Jean Levi's 501  Taille 29  Coloris Washed  Longueur 32,21.38,EUR,05-03-2020 11:28
3538,M01J51            00A004004      X,SC000018,106,Jean Levi's 501  Taille 29  Coloris Washed  Longueur 30,21.38,EUR,20-03-2007 15:24
3539,M01J51            00A006001      X,SC000018,106,Jean Levi's 501  Taille 29  Coloris Stonewash  Longueur 32,21.38,EUR,31-03-2017 16:27
3540,M01J51            00A007001      X,SC000018,106,Jean Levi's 501  Taille 29  Coloris Hit  Longueur 32,21.38,EUR,22-03-2018 16:57
3542,MP0910            00300K         X,SC000018,106,Tee-Shirt Col Rond  Taille S  Coloris Gris,9.78,EUR,09-12-2009 14:59
3545,ML1212            003002         X,SC000019,106,Polo Homme  Taille 3  Coloris Noir,23.42,EUR,08-08-2016 06:32
3546,ML1212            004006         X,SC000019,106,Polo Homme  Taille 4  Coloris Semoule,23.42,EUR,26-05-2011 08:07
3547,ML1212            004007         X,SC000019,106,Polo Homme  Taille 4  Coloris Acidul??,23.42,EUR,06-07-2019 02:29
3548,ML1212            00400O         X,SC000019,106,Polo Homme  Taille 4  Coloris Prusse,23.42,EUR,30-12-2012 03:01
3549,ML1212            00500J         X,SC000019,106,Polo Homme  Taille 5  Coloris Biche,23.42,EUR,13-07-2010 02:24
3550,ML1212            00500N         X,SC000019,106,Polo Homme  Taille 5  Coloris Source,23.42,EUR,27-10-2015 07:50
3551,ML1212            00500Q         X,SC000019,106,Polo Homme  Taille 5  Coloris Chaudronnier,23.42,EUR,06-07-2014 05:32
3552,ML1212            00500R         X,SC000019,106,Polo Homme  Taille 5  Coloris Eclipse,23.42,EUR,19-10-2016 04:28
3553,ML1212            007002         X,SC000019,106,Polo Homme  Taille 6  Coloris Noir,23.42,EUR,06-07-2013 03:00
3554,ML1212            007003         X,SC000019,106,Polo Homme  Taille 6  Coloris Marine,23.42,EUR,21-08-2014 20:11
3555,ML1212            007007         X,SC000019,106,Polo Homme  Taille 6  Coloris Acidul??,23.42,EUR,10-05-2013 16:52
3556,ML1212            00700N         X,SC000019,106,Polo Homme  Taille 6  Coloris Source,23.42,EUR,31-03-2015 09:36
3557,ML1212            00700O         X,SC000019,106,Polo Homme  Taille 6  Coloris Prusse,23.42,EUR,10-10-2013 00:46
3558,ML1212            00700Q         X,SC000019,106,Polo Homme  Taille 6  Coloris Chaudronnier,23.42,EUR,11-11-2016 03:55
3559,ML1212            00700R         X,SC000019,106,Polo Homme  Taille 6  Coloris Eclipse,23.42,EUR,09-08-2012 04:31
3560,ML1212            008006         X,SC000019,106,Polo Homme  Taille 7  Coloris Semoule,23.42,EUR,27-03-2008 17:52
3561,ML1212            00800J         X,SC000019,106,Polo Homme  Taille 7  Coloris Biche,23.42,EUR,07-05-2016 13:25
3562,ML1212            00800N         X,SC000019,106,Polo Homme  Taille 7  Coloris Source,23.42,EUR,07-10-2009 09:26
3563,ML1212            00800O         X,SC000019,106,Polo Homme  Taille 7  Coloris Prusse,23.42,EUR,12-12-2009 16:49
3564,ML1212            00800P         X,SC000019,106,Polo Homme  Taille 7  Coloris Epices,23.42,EUR,29-05-2008 05:36
3565,ML1212            00800R         X,SC000019,106,Polo Homme  Taille 7  Coloris Eclipse,23.42,EUR,18-10-2013 22:58
3566,ML1212            00900N         X,SC000019,106,Polo Homme  Taille 8  Coloris Source,23.42,EUR,31-01-2017 21:41
3568,ML1512            003002         X,SC000019,106,Polo Femme  Taille 36  Coloris Noir,23.42,EUR,05-05-2007 12:34
3569,ML1512            003003         X,SC000019,106,Polo Femme  Taille 36  Coloris Marine,23.42,EUR,10-08-2015 21:52
3570,ML1512            003004         X,SC000019,106,Polo Femme  Taille 36  Coloris Rouge,23.42,EUR,05-11-2017 10:02
3571,ML1512            003005         X,SC000019,106,Polo Femme  Taille 36  Coloris Begonia,23.42,EUR,12-03-2013 23:52
3572,ML1512            003007         X,SC000019,106,Polo Femme  Taille 36  Coloris Acidul??,23.42,EUR,12-12-2012 17:53
3573,ML1512            00300A         X,SC000019,106,Polo Femme  Taille 36  Coloris Ruisseau,23.42,EUR,11-08-2016 23:13
3574,ML1512            00300C         X,SC000019,106,Polo Femme  Taille 36  Coloris Chartreuse,23.42,EUR,13-05-2009 17:49
3575,ML1512            00300F         X,SC000019,106,Polo Femme  Taille 36  Coloris Poivron,23.42,EUR,15-10-2012 10:39
3576,ML1512            00300G         X,SC000019,106,Polo Femme  Taille 36  Coloris Volubilis,23.42,EUR,22-03-2019 10:07
3577,ML1512            004002         X,SC000019,106,Polo Femme  Taille 38  Coloris Noir,23.42,EUR,13-05-2010 22:01
3578,ML1512            004004         X,SC000019,106,Polo Femme  Taille 38  Coloris Rouge,23.42,EUR,23-08-2008 17:44
3579,ML1512            004007         X,SC000019,106,Polo Femme  Taille 38  Coloris Acidul??,23.42,EUR,16-04-2008 01:30
3580,ML1512            004009         X,SC000019,106,Polo Femme  Taille 38  Coloris Dahlia,23.42,EUR,02-01-2019 00:29
3581,ML1512            00400A         X,SC000019,106,Polo Femme  Taille 38  Coloris Ruisseau,23.42,EUR,24-12-2014 20:38
3582,ML1512            00400B         X,SC000019,106,Polo Femme  Taille 38  Coloris Flamant,23.42,EUR,04-07-2009 06:21
3583,ML1512            00400C         X,SC000019,106,Polo Femme  Taille 38  Coloris Chartreuse,23.42,EUR,23-02-2020 15:06
3584,ML1512            00400F         X,SC000019,106,Polo Femme  Taille 38  Coloris Poivron,23.42,EUR,20-12-2012 10:25
3585,ML1512            00400G         X,SC000019,106,Polo Femme  Taille 38  Coloris Volubilis,23.42,EUR,02-12-2013 17:14
3586,ML1512            005004         X,SC000019,106,Polo Femme  Taille 40  Coloris Rouge,23.42,EUR,13-11-2013 06:38
3587,ML1512            005007         X,SC000019,106,Polo Femme  Taille 40  Coloris Acidul??,23.42,EUR,30-05-2008 12:20
3588,ML1512            00500F         X,SC000019,106,Polo Femme  Taille 40  Coloris Poivron,23.42,EUR,08-11-2012 09:38
3589,ML1512            006002         X,SC000019,106,Polo Femme  Taille 42  Coloris Noir,23.42,EUR,19-10-2013 12:50
3592,M512MP            002007         X,SC000027,106,Duffle-Coat 4 Boutons  Taille 2  Coloris Gris fonc??,140.51,EUR,15-06-2019 17:26
3594,M5629R            008003         X,SC000027,106,Polo Rugby Bicolore  Taille XXXL  Coloris Blanc/rose,25.35,EUR,11-10-2018 06:28
3595,M5629R            009006         X,SC000027,106,Polo Rugby Bicolore  Taille 4XL  Coloris Blanc/bleu ciel,25.35,EUR,20-04-2012 18:20
3597,MC7997            00300F         X,SC000027,106,Bottine 1900  Pointure 37  Coloris Marron,37.67,EUR,29-12-2011 02:46
3598,MC7997            004003         X,SC000027,106,Bottine 1900  Pointure 38  Coloris Noir,37.67,EUR,22-05-2018 21:12
3599,MC7997            00400F         X,SC000027,106,Bottine 1900  Pointure 38  Coloris Marron,75.34,EUR,26-03-2019 09:18
3600,MC7997            005003         X,SC000027,106,Bottine 1900  Pointure 39  Coloris Noir,75.34,EUR,12-11-2011 12:25
3601,MC7997            006003         X,SC000027,106,Bottine 1900  Pointure 40  Coloris Noir,75.34,EUR,02-03-2011 08:33
3602,MC7997            00700F         X,SC000027,106,Bottine 1900  Pointure 41  Coloris Marron,75.34,EUR,16-01-2016 02:36
3605,HLS254            003            X,SC000036,106,Sommier Tapissier ?ÿ Lattes  Dimensions 160x200,182.76,EUR,06-09-2009 12:14
3608,M98SG6            00C003   001   X,SC000013,107,Soutien Gorge L??a  Taille 075  Coloris Noir  Bonnet A,1070.38,EUR,29-12-2014 19:38
3610,M99SG1            00100A   001   X,SC000013,107,Soutien Gorge Clara  Taille 080  Coloris Fuchsia  Bonnet A,830.28,EUR,16-10-2012 11:51
3611,M99SG1            00300H   001   X,SC000013,107,Soutien Gorge Clara  Taille 090  Coloris Rouge  Bonnet A,830.28,EUR,21-11-2019 20:06
3614,M44E44            00500G         X,SC000015,107,Kid's 3/4 Pant  Taille 08 ans  Coloris Kaki,319.98,EUR,27-07-2011 18:09
3615,M44E44            00600K         X,SC000015,107,Kid's 3/4 Pant  Taille 10 ans  Coloris Gris,319.98,EUR,11-04-2018 11:06
3616,M44E44            00800K         X,SC000015,107,Kid's 3/4 Pant  Taille 14 ans  Coloris Gris,370.18,EUR,03-02-2018 10:47
3618,M90021            00100L         X,SC000015,107,Bermuda 6 Poches  Taille 03 ans  Coloris Ecru,365.16,EUR,23-05-2010 10:30
3621,M4184J            00400L         X,SC000016,107,Sandale Jungle  Pointure 38  Coloris Ecru,837.81,EUR,16-04-2015 01:45
3622,M4184J            00400N         X,SC000016,107,Sandale Jungle  Pointure 38  Coloris Amande,1676.04,EUR,27-06-2019 16:58
3623,M4184J            00700Q         X,SC000016,107,Sandale Jungle  Pointure 41  Coloris Taupe,837.81,EUR,04-09-2019 00:20
3625,M4A603            00C00F         X,SC000016,107,Pantalon Lin  Taille 54  Coloris Marron,1300.85,EUR,21-06-2016 14:05
3628,M01J51            005001002      X,SC000018,107,Jean Levi's 501  Taille 34  Coloris Dry bones  Longueur 34,1050.72,EUR,10-08-2008 08:58
3629,M01J51            006002002      X,SC000018,107,Jean Levi's 501  Taille 36  Coloris Well worn  Longueur 34,1050.72,EUR,27-07-2018 15:54
3632,ML1512            005002         X,SC000019,107,Polo Femme  Taille 40  Coloris Noir,1150.69,EUR,24-02-2019 04:17
3633,ML1512            00800E         X,SC000019,107,Polo Femme  Taille 46  Coloris Flambeau,1150.69,EUR,25-07-2007 15:58
